,comment_text,comment_date,comment_time
0,板块弱势股。,09-06 09:36,09-06
0,最近进来不少大户，都被套在了17以上，太可怕了,09-06 09:37,09-06
0,比心心,09-06 09:38,09-06
0,18.40元买的。高水平买股。天天跌。到13补仓？？,09-06 09:38,09-06
0,阴跌无反弹，,09-06 09:38,09-06
0,融券越来越少，最后的机会跑路,09-06 09:39,09-06
0,应高开,09-06 09:41,09-06
0,芭比Q了,09-06 09:41,09-06
0,散户蜂拥而至，不跌才怪！,09-06 09:41,09-06
0,真是垃圾到家了，买了你这个玩意儿。,09-06 09:42,09-06
0,近期凡是外资重仓的股多是跌跌跌,09-06 09:42,09-06
0,等融券量化的犊子们歇菜了，才能考虑。,09-06 09:42,09-06
0,好多券商给予买入评价，必跌，就差中信的评价了，等待最后一次大跌,09-06 09:43,09-06
0,日线顶在上面压着，要不是为了护盘估计就去13xx了,09-06 09:43,09-06
0,9月目标跌回14,09-06 09:43,09-06
0,完美复制走势今天直接见到12元,09-06 09:44,09-06
0,就想知道什么时候回购。,09-06 09:44,09-06
0,回踩60/90日均线就买,09-06 09:44,09-06
0,整天绿油油的一遍。,09-06 09:44,09-06
0,不要再跌了每天一早心情就被你整阴沉了,09-06 09:44,09-06
0,就这？！还想让我买房、买车、买华为？屮,09-06 09:45,09-06
0,半年线都破了！,09-06 09:45,09-06
0,被你逼疯了,09-06 09:46,09-06
0,特别是证券，上周一在特大利好的刺激下，上证指数高开155点，几乎所有券商股都以涨停开盘，然后一路下跌，尾盘几乎都收于最低点，收了一根大阴线柱子，此后又连跌了一周。而房地产也是借利好大幅出货，k线五连阴，上周进去的股民全部被套牢。白酒套一批，光伏新能源套一批，医疗套一批，半导体套一批，科技套一批，券商套一批，地产套一批………股民们不是在上套就是在上套的路上，每天一当，当当不一样。更多精彩内容请点赞加...,09-06 09:47,09-06
0,换点伊利股份这波反弹不少稳健账户最重要，2天蒙牛乳业反弹10了,09-06 09:47,09-06
0,散户最牛的地方就是，赚了不舍得卖，套了不舍得割,09-06 09:50,09-06
0,SB玩命砸吧,09-06 09:50,09-06
0,一天一个点！阴跌一半年！,09-06 09:52,09-06
0,为什么不进行回购？,09-06 09:53,09-06
0,每天不跌多，只跌1点,09-06 09:53,09-06
0,终于露出狰狞的爪牙了,09-06 09:53,09-06
0,等待明天15左右,09-06 09:53,09-06
0,转发,09-06 09:56,09-06
0,海通说回购立刻回购。看看你套上多少散户,09-06 09:59,09-06
0,真的是,09-06 09:59,09-06
0,这货真够烂的！,09-06 10:01,09-06
0,为什么还不回购？？？,09-06 10:02,09-06
0,转发,09-06 10:02,09-06
0,资金出逃凶猛,09-06 10:04,09-06
0,割肉擦,09-06 10:05,09-06
0,东财一直就这么趴着，券商涨他不是券商，互联网涨他不是互联网。真是令人失望。回本就卖，再也不买。恶心至极。,09-06 10:05,09-06
0,下方缺口见,09-06 10:06,09-06
0,这是要干到15，吃掉728的大阳柱么？？,09-06 10:06,09-06
0,天天跌，你说气人不,09-06 10:06,09-06
0,千万不能买了，越买越跌,09-06 10:07,09-06
0,其实人很好，股票怎么跌。,09-06 10:07,09-06
0,不是说好了要上去的吗你是吃药了？,09-06 10:07,09-06
0,谁懂啊，这货怎么天天在流出？大股东借券给量化砸吗？两年了每天都在砸,09-06 10:08,09-06
0,仰望墓碑，看来一年内能看齐平就不错了。,09-06 10:09,09-06
0,快跑,09-06 10:09,09-06
0,飞流直下三千尺，疑是银河落九天,09-06 10:10,09-06
0,外资进来…上涨；外资出来…下跌。（最近外资持续出来，结果持续下跌）,09-06 10:10,09-06
0,好怕跌停,09-06 10:11,09-06
0,跌破年均线才是机会。,09-06 10:11,09-06
0,今天到底了，恐慌之际大胆上就没错了。,09-06 10:11,09-06
0,跌到怀疑人生,09-06 10:11,09-06
0,东财大概什么时候会出可转债？,09-06 10:12,09-06
0,12，12，12，加油！,09-06 10:12,09-06
0,18元追进的你们还好吗谢谢让我在17元解套，要是再回到13了，我就会再次进来陪你们,09-06 10:12,09-06
0,大涨时你小涨，小跌时你大跌。,09-06 10:13,09-06
0,13元等你,09-06 10:13,09-06
0,估计又回到14了,09-06 10:14,09-06
0,一切指标死叉，补缺14.21再建仓。,09-06 10:14,09-06
0,坏事，今天跳空低开，反转定局，往下一倍目标值，还是蛮深的，，戴好安全帽啊，老铁们啊。,09-06 10:14,09-06
0,这德性，还股吧龙头,09-06 10:14,09-06
0,钝刀字割肉，慢慢割,09-06 10:15,09-06
0,快跑,09-06 10:15,09-06
0,涨,09-06 10:15,09-06
0,政策性利好已经出尽了，没啥希望了。,09-06 10:16,09-06
0,多大的利空，天天下跌，天天量化交易！,09-06 10:16,09-06
0,15.34看看吧！过了它就跑吧,09-06 10:17,09-06
0,转发,09-06 10:17,09-06
0,你这又啥情况,09-06 10:18,09-06
0,今天反包的机会还是蛮大的。,09-06 10:19,09-06
0,比指南针跌得还猛,09-06 10:19,09-06
0,现在这个股价，公司都不增持，说明公司也认为目前的股价偏高了,09-06 10:19,09-06
0,跌到14.09分补缺口，再满仓入，舒服,09-06 10:20,09-06
0,大盘涨，手上股票也跌，什么情况,09-06 10:21,09-06
0,一直是机构跑路，散户接盘,09-06 10:22,09-06
0,机构融券做空是市场最大的敌人，现阶段股市行情这么差，应该禁止机构融券做空,09-06 10:23,09-06
0,还回购价不超过22？回购金额不超过10亿？你上限控制的那么好，你下限呢？你怎么这么没有下限呢？？,09-06 10:23,09-06
0,跌无止境,09-06 10:23,09-06
0,不怕今天再买一点的,09-06 10:23,09-06
0,18.4套了多少,09-06 10:24,09-06
0,跑吧不要提了弃之,09-06 10:25,09-06
0,天天这样阴跌，外资狗还在做空吗？我们挺起嵴梁硬扛起来,09-06 10:25,09-06
0,公司说好的回购，月初要公布回购数据的，好像没有动静,09-06 10:25,09-06
0,亲们:其它别看了，北向悄悄流入了，少林！少林！少林！,09-06 10:25,09-06
0,已经进入慢跌阶段，卖也不是，买也不是,09-06 10:26,09-06
0,这个破股是我亏钱的根源！,09-06 10:26,09-06
0,公司以不超过22的价格回购，意味着什么？,09-06 10:26,09-06
0,弃之吧虽然是20票已经跟它没有关系的。弃之,09-06 10:27,09-06
0,垃圾,09-06 10:28,09-06
0,认赌服输，卖了,09-06 10:29,09-06
0,东方财富没有财富,09-06 10:29,09-06
0,涨多了要跌，跌多了要涨。,09-06 10:30,09-06
0,又是水下一天,09-06 10:31,09-06
0,涨多了要跌，跌多了要涨。,09-06 10:31,09-06
0,抛盘为何这么大，都是什么人在跑？,09-06 10:35,09-06
0,哎。回本遥遥无期，太伤心了。28号那天请问有哪个散户在16个多点时逃顶成功了？,09-06 10:36,09-06
0,再不出手维护股价就失去了意义！,09-06 10:38,09-06
0,15.69，套死了，唉！！,09-06 10:38,09-06
0,典型的量化股,09-06 10:38,09-06
0,量化和融券都与券商有关，所以谁也不知道哪家有雷？,09-06 10:39,09-06
0,开启阴跌模式！真垃圾,09-06 10:39,09-06
0,博弈市场，散户多的股跌也是正常，不要报希望,09-06 10:39,09-06
0,谁封券茅？地位大不如前了,09-06 10:40,09-06
0,三个大,09-06 10:41,09-06
0,钝刀子割肉，慢慢吃,09-06 10:41,09-06
0,准备换软件了，太菜了,09-06 10:41,09-06
0,果断撤离！,09-06 10:42,09-06
0,打暴空狗,09-06 10:42,09-06
0,已经走出下降通道14.元坐等红包呢！,09-06 10:43,09-06
0,你到底是个什么玩意,09-06 10:46,09-06
0,咋这么垃圾啊？板块一个没跑过，阴跌不止啊！！,09-06 10:46,09-06
0,没一天资金是流入的！为啥,09-06 10:47,09-06
0,怎么说,09-06 10:47,09-06
0,转发,09-06 10:47,09-06
0,没什么量，继续砸啊,09-06 10:47,09-06
0,拖死你，18.40没卖，以为还会涨，天下没有后悔药，哦哟哦哟我郁闷了,09-06 10:48,09-06
0,14元左右接回,09-06 10:48,09-06
0,托单必跌！,09-06 10:49,09-06
0,多大的利空，天天下跌，天天量化交易！,09-06 10:49,09-06
0,果断卖出离场,09-06 10:49,09-06
0,这多利好消息+回购了还跌成这个狗样，有人帮忙分析一下吗,09-06 10:51,09-06
0,18.4的快割吧！,09-06 10:51,09-06
0,15.27我就开始增持，16.8跑了不少，得补回来！,09-06 10:51,09-06
0,牛批，被套牢了,09-06 10:51,09-06
0,回购,09-06 10:51,09-06
0,14元以下再接,09-06 10:53,09-06
0,空仓了，安心过国庆,09-06 10:53,09-06
0,缺人气,09-06 10:53,09-06
0,融券又开始泛滥了，割肉立场明智之举,09-06 10:54,09-06
0,这波融券卖完就该涨了,09-06 10:54,09-06
0,求解，东方财富网页版可以拉动时间轴，PC端这个功能在哪儿设置呀,09-06 10:54,09-06
0,放量下跌,09-06 10:54,09-06
0,芒神在1993年西科金融股东会讲到：我们不预测宏观经济变化，也不预测股市走势。我们不是靠预测做投资的。我们基本上始终拿住自己的投资，不随意变化。另外我们始终把自己手里的机会与整个市场进行比较，选择我们最看好的机会进行投资。我们不会因为看多或看空股市而杀进杀出。欢迎点赞加关注@红梅傲香雪，因上努力，果上随缘；不求妙手，但求积胜；中庸无为，静水深流；理性平静，不疾而速；立足先赢，再求大赢。开启财富密码...,09-06 10:56,09-06
0,收个十字星吧,09-06 10:57,09-06
0,印花s后板块持续阴跌,09-06 10:58,09-06
0,今天又是创业板了,09-06 10:58,09-06
0,真的不服，卖了,09-06 10:58,09-06
0,都是浮云,09-06 10:58,09-06
0,赚了三十万没卖，没了，买东方就没赚过，,09-06 10:59,09-06
0,乖乖听命令，乖乖的跌回13元以下！！！,09-06 10:59,09-06
0,亏我信任你，竟然还跌,09-06 11:00,09-06
0,请问各位大哥，东财跌倒哪个价位可以买,09-06 11:00,09-06
0,砸破15才会真回购,09-06 11:00,09-06
0,＜生人勿进＞,09-06 11:00,09-06
0,你真的对不起支持你的广大股民，大盘大涨你微涨，大盘微跌你大跌,09-06 11:02,09-06
0,谁让你们有钱加仓。有钱加仓亏死你们,09-06 11:03,09-06
0,又进入漫漫长阴路了。。,09-06 11:04,09-06
0,上周一降低印花税，放了几个大招，还限制了量化，准备开个香槟庆祝一下完成任务，结果来了个高开低走，众多管理层面面相觑，大眼瞪小眼，,09-06 11:05,09-06
0,比出利好还低,09-06 11:05,09-06
0,必破15.5元！,09-06 11:05,09-06
0,加仓加仓,09-06 11:05,09-06
0,散户集中营，该跑路还是赶紧跑路吧，别犹豫了！！！,09-06 11:05,09-06
0,今年就这样了，换其他股了,09-06 11:05,09-06
0,资金流出3个多亿，要涨太难,09-06 11:06,09-06
0,马上拉升,09-06 11:07,09-06
0,哎，你就是最大空头,09-06 11:08,09-06
0,怎么天天跌啊，别的股是收复28号的绿，还创新高，这家伙怎么就屡跌呢？NND！,09-06 11:08,09-06
0,东财太弱了,09-06 11:08,09-06
0,大家感受到墓碑线的威压了吧，这种图形可以说是最差的图形了，票如果走成这样基本不会有好下场,09-06 11:10,09-06
0,渣男,09-06 11:10,09-06
0,无力吐槽了,09-06 11:10,09-06
0,这波证券套了不少人，又要等待漫长的洗盘时间了，至少2个月,09-06 11:10,09-06
0,只能等渣男回头了,09-06 11:11,09-06
0,上涨如便秘下跌如窜稀，横批垃圾,09-06 11:11,09-06
0,今天做多的又是被虐菜的一天,09-06 11:14,09-06
0,补下方缺口去了,09-06 11:15,09-06
0,14.09缺口，你以为不补？,09-06 11:16,09-06
0,15.69，2500股，估计走不了了，怎么办啊！！,09-06 11:17,09-06
0,既然打不过就加入，做空吧,09-06 11:19,09-06
0,等到下面缺口补了！,09-06 11:20,09-06
0,这图形比心脏波幅还大，一根绿柱子搭桥,09-06 11:23,09-06
0,两年有机会到25吗，我等就是了,09-06 11:23,09-06
0,上面是二十二元。下面要跌到什么价位才回购？,09-06 11:23,09-06
0,这就是回购！不会涨，本周都是震动下行！天天反T就对了，大概率破15，,09-06 11:23,09-06
0,会不会跌到15元？？？？？,09-06 11:23,09-06
0,第二中队战斗结束，下午小组放假半天中午大家喝点小酒，明天第三中队继续。老师拜拜,09-06 11:24,09-06
0,小白咨询下，怎么会涨出10%呢？,09-06 11:24,09-06
0,从分红送股到今天都没有真正涨起来。,09-06 11:25,09-06
0,就没有办法控制外资卖出吗？,09-06 11:26,09-06
0,还得回调到14,09-06 11:28,09-06
0,散户不想当韭菜了，主要是让投资者没有信心了。出利好，利空都同样被收割。,09-06 11:28,09-06
0,千万不能涨，涨了就T掉了。,09-06 11:28,09-06
0,要回购，是不是得跌低一点才会回购？,09-06 11:30,09-06
0,严查做多的哈哈,09-06 11:31,09-06
0,今天放量。,09-06 11:31,09-06
0,严查恶意做多东财的,09-06 11:31,09-06
0,买可以买不能晒单主力能让你那么轻松赚钱？,09-06 11:32,09-06
0,两年内到不了18，利好政策措施诱骗散户进场接盘恶心机构主力,09-06 11:33,09-06
0,转发,09-06 11:35,09-06
0,量化不死，阴跌不止,09-06 11:37,09-06
0,跌倒你怀疑人生才会拉升,09-06 11:38,09-06
0,老师，科创50怎么看,09-06 11:38,09-06
0,这种就是必进型的,09-06 11:40,09-06
0,15.69，2500股，套住了，不知道啥时候能走了。,09-06 11:42,09-06
0,降税的那天卖出东财后，持续下跌。啥玩意儿，准备击穿60线,09-06 11:42,09-06
0,严查空狗！,09-06 11:45,09-06
0,我觉得还是跌破15.3再买,09-06 11:45,09-06
0,天量墓碑线,09-06 11:46,09-06
0,笑死18.4接的人智商在哪,09-06 11:49,09-06
0,来，往上顶一顶,09-06 11:52,09-06
0,要求不高，15.9能让我走就行。,09-06 11:52,09-06
0,东方财富，你快点跌，跌到14元，我还满上。,09-06 11:53,09-06
0,三个交易日累计涨近170%。,09-06 11:54,09-06
0,买完，不管了，啥时候上16.9，,09-06 11:58,09-06
0,啥时候回到14块,09-06 12:00,09-06
0,今天融到券了，赶紧跌去14,09-06 12:01,09-06
0,先关注几天，明两天试着买,09-06 12:04,09-06
0,先关注几天，明两天试着买,09-06 12:06,09-06
0,还好昨天在你和太平洋选了后者,09-06 12:13,09-06
0,相比别的券商，东才底部起跳有得涨。雄起,09-06 12:20,09-06
0,这是非得等60日线了？,09-06 12:23,09-06
0,下午不跌到14老子看不起你，虽然老子满仓,09-06 12:27,09-06
0,额滴神哦，都跌成狗了，幸亏没买。,09-06 12:30,09-06
0,18块冲进去的勇士们，还在么？举个爪！成本补成17块出头了，后备军耗尽了，躺平等爆发～,09-06 12:32,09-06
0,打卡,09-06 12:33,09-06
0,兄弟们，一切都完了，只要我一买，一补仓就会持续下跌，这不我就今天又补仓了，下午肯定还有低点，但是下午我也不补了，等明天跌破15元再补了，东方财富太吓人了，每天流出几亿资金，感觉比小盘股风险还大，下方没有任何抵抗，大股东也舍不得回购，肯定等14元再回购，失误了，现在走也没有意义了，等着了。,09-06 12:39,09-06
0,心态崩了啊,09-06 12:40,09-06
0,士兰微45的本不知道能不能回本了,09-06 12:41,09-06
0,为应和724会，券狗涨了一小波，在这猴市死磕裤衩也被夺走,09-06 12:41,09-06
0,大哥稳重带激激中有稳,09-06 12:43,09-06
0,今天或许开启狂拉模式？,09-06 12:43,09-06
0,这两天我都提醒天冷，可好？衣服穿厚的才能御寒,09-06 12:44,09-06
0,你们也真是奇怪，股票本来就是涨涨跌跌的，,09-06 12:46,09-06
0,感觉还有的是时间磨。,09-06 12:47,09-06
0,我就想问，有没有28号涨停板进的散户？,09-06 13:00,09-06
0,看这走势，不到14都不是机会,09-06 13:01,09-06
0,明天黑周四破到14，后天周五微红到15给人希望继续套,09-06 13:02,09-06
0,加油，下午当一哥，不过是倒数的，垃圾股,09-06 13:03,09-06
0,东财虐我千万遍，我待东财如初恋！,09-06 13:03,09-06
0,再向下补缺口吗？,09-06 13:03,09-06
0,套你没商量,09-06 13:04,09-06
0,砸使劲砸,09-06 13:05,09-06
0,垃圾，跌得时候最猛，涨的时候最垃圾,09-06 13:05,09-06
0,同志们给东方财富估个价,09-06 13:05,09-06
0,感觉今天低点应该在15.5+/-0.02，看有没有机会补点仓,09-06 13:06,09-06
0,为什么大资金不愿意来了，因为量化做空，商量好了不买了，12元再买吧,09-06 13:07,09-06
0,昨天挂15.77挂一天都没买进，今天不敢买了,09-06 13:07,09-06
0,路漫漫其修远兮，拿个10年再说。,09-06 13:08,09-06
0,割肉了,09-06 13:08,09-06
0,哥哥，拉早了，还有一个多小时，得资金去撑。,09-06 13:09,09-06
0,快跑,09-06 13:10,09-06
0,股东人数84.5万,09-06 13:11,09-06
0,今天会收到15.5以下,09-06 13:11,09-06
0,智慧超群得东方财富中小股东们,09-06 13:12,09-06
0,散户在17.5以上套了几百个亿，,09-06 13:13,09-06
0,涨两天加起来不够一天跌的，最主要还TM跌五天涨一天,09-06 13:13,09-06
0,吃相难看一点都不让人活。迟早要完,09-06 13:13,09-06
0,双头这么明显。没个把月起不来估计,09-06 13:14,09-06
0,现在空仓，下周五下午跑步进场抄底。,09-06 13:15,09-06
0,现在不入，等下到14元入，明天星期四还有下行空间可能后面有个超跌反弹下,09-06 13:15,09-06
0,这是回购效应吗,09-06 13:16,09-06
0,上贴：冲高回落，一次是3152，回落3143不补缺为强势.一次是3175，回落到3162。3173时有提示开减，当时是券商是最高点。上周五午评说了站上3133下周一看多，但，今天大盘的涨幅是超我预期的，券商的渣度也是超我预期的。券商今天T的不容易，只T了一个小小目标，一是振幅小，二是盘前挂单锁单，三是券商今天弱(是真弱吗？主力压盘，主打顺周期的白水工程化工而已，明天会轮动渣男的)东财的买单都是以5...,09-06 13:16,09-06
0,请问大家今天可以抄底了吗？,09-06 13:20,09-06
0,典型的！,09-06 13:20,09-06
0,典型的！,09-06 13:20,09-06
0,涨停,09-06 13:22,09-06
0,乌龙指,09-06 13:23,09-06
0,可以弃之了,09-06 13:24,09-06
0,东方财富天天资金流出砸盘，股民要亏死,09-06 13:26,09-06
0,还抵不过一个房地产,09-06 13:26,09-06
0,东财回购什么时候开始啊？,09-06 13:26,09-06
0,生命线都站不上,09-06 13:28,09-06
0,翻红可期,09-06 13:28,09-06
0,要下个缺口了,09-06 13:29,09-06
0,量化不变思路十年利润一年亏光,09-06 13:29,09-06
0,14.06买的，不怕跌,09-06 13:29,09-06
0,只买不卖,09-06 13:29,09-06
0,还价值投资呢，现在所有的大盘股都在玩量化收割，散户根本就看不到希望,09-06 13:29,09-06
0,我只是没事有3千闲钱挂着玩儿的，可别真的买到了啊,09-06 13:30,09-06
0,垃圾，大盘都要红了，,09-06 13:31,09-06
0,印花税当天没走的，亏麻了,09-06 13:32,09-06
0,九月做多能活，做空死路一条,09-06 13:33,09-06
0,东方财富回购5一10乙后怎么不涨了反而跌了,09-06 13:34,09-06
0,15.66元可以考虑考虑,09-06 13:37,09-06
0,趋势坏了需要换科技股了弱弱反弹弃之,09-06 13:37,09-06
0,恒大港股拉升70%,09-06 13:37,09-06
0,很好，全是干货,09-06 13:39,09-06
0,今日开盘前写在这里，证券是目前调整充分且符合政策发展方向的最好带动大盘向上的标的板块儿，东财今日大阳否,09-06 13:40,09-06
0,装死卧倒,09-06 13:41,09-06
0,涨多了要跌，跌多了要涨。,09-06 13:42,09-06
0,17.1的本，回本无望了,09-06 13:42,09-06
0,快弃之吧趋势坏了,09-06 13:42,09-06
0,大家中午好,09-06 13:44,09-06
0,卖了容大感光买了你这个垃圾,09-06 13:46,09-06
0,打的嬴就打，打不赢就亏一万跑路,09-06 13:46,09-06
0,估计要发布交易时间延长的利好了,09-06 13:48,09-06
0,千万别买，买了就套死,09-06 13:51,09-06
0,偶驲你。。。。,09-06 13:51,09-06
0,反转就在这二天．．,09-06 13:52,09-06
0,今天红，提提人气,09-06 13:53,09-06
0,散了散了，东财已经沦为垃圾，连板块平均水平都跟不上！！！,09-06 13:58,09-06
0,割肉去别的股，这垃圾，一年多了，亏麻了,09-06 13:58,09-06
0,醒咯，快！,09-06 14:00,09-06
0,今天如果能涨停，我去买一块华为支持一下东财！,09-06 14:00,09-06
0,加仓，越跌越买，最多跌到60日线也会起来的。,09-06 14:02,09-06
0,创业板拉升,09-06 14:02,09-06
0,是龙还是虫,09-06 14:03,09-06
0,市场信心被打击的太深。,09-06 14:08,09-06
0,挂的15块5，给个机会,09-06 14:09,09-06
0,延长到下午四点，那东财不得20cm嘛,09-06 14:15,09-06
0,换手率才1.28，还是左手倒右手,09-06 14:17,09-06
0,融券爽歪歪了,09-06 14:21,09-06
0,想走的放心去吧半年后,09-06 14:21,09-06
0,600733中国智驾6亿智驾车90万亿牛市场牛,09-06 14:22,09-06
0,我赌你个庄家是个抠鼻大王。我赌你不敢红。劳资就是空你怎么了,09-06 14:27,09-06
0,那就好好告个别吧,09-06 14:29,09-06
0,可以慢慢布局了，交易时间延长，对劵商来说就是大利好！,09-06 14:30,09-06
0,今日建仓,09-06 14:30,09-06
0,买了部分量化基金，还不错，收益滚滚，打不过就加入！没毛病,09-06 14:31,09-06
0,刚才看了一下，券商7月28日拉了一下，8月28日拉了一下，看来下次拉升在9月28日了，耐心等待吧。,09-06 14:32,09-06
0,东方财富电脑机器人大数据,09-06 14:33,09-06
0,13块五回购。回购完成涨,09-06 14:35,09-06
0,准备拉升了,09-06 14:36,09-06
0,利好就是套散户,09-06 14:36,09-06
0,你拖了市场的后腿,09-06 14:37,09-06
0,洗盘结束，准备上涨模式,09-06 14:37,09-06
0,清仓了，你可以涨了，怪就怪自己眼瞎。,09-06 14:37,09-06
0,大批量出货，主力想干嘛？,09-06 14:37,09-06
0,量化这台巨型收割机，收割的不仅仅是散户！割了一遍又一遍，人脑对电脑，程序化做T，股价根本上不去！坚决拒绝量化！,09-06 14:39,09-06
0,今天如果拉红，明天必然高开，主力没吸筹够不想动！,09-06 14:39,09-06
0,上证周一收了一根光头阳线，量能较上周五放量了，科创高位横盘震荡四天预计后面大概率在出一根中阳线。毕竟华为概念情绪还在发酵中，中芯国际也是尾盘上涨6个多点。所以芯片半导体还是有延续性的反弹。至于创业板的新能源电池周线月线级别看还没结束调整，可以少量配置但是不要把全部资金都配置进去，有技术的可以做做5-30分钟级别的波段。,09-06 14:40,09-06
0,图1是证券板块日K线，今日在上升趋势线下轨和平台支撑双重支撑位收出缩量小阳K，有止跌企稳的意味！图2是东财咋天和今天接连收出略带上下影线的缩量十字星K线，和图3中3月29日两日小星星形态相似，历史不一定会重演，但表达的含义七不离八！至于后面怎么走，就不描述了，大家自己动动脑筋！平时多学习不是为了雄辩和驳斥，而是在碰到问题时，可以多一些思考和权衡，抹去你脸上的肤浅...,09-06 14:42,09-06
0,这段时间真的与你无关lj,09-06 14:47,09-06
0,劳资明天上15.9不走不是人，目前15.68的本，2000股。,09-06 14:48,09-06
0,有时候反复在一只股上做T也是挺好的,09-06 14:50,09-06
0,没回购完成别想上涨，打压股价回收完为止跌,09-06 14:50,09-06
0,9月5日，中国太平洋保险集团、三井住友海上保险集团一行访问日本东京的松下中心。三方就绿色能源和健康养老等主题开展交流。今后，三方将继续扩大在养老方面的合作，推进电池循环经济。,09-06 15:23,09-06
0,没回购完成别想上涨，打压股价回收完为止跌,09-06 14:50,09-06
0,券商的大盘风向标已经然让位于科技,09-06 14:53,09-06
0,全天以低开震荡下跌走势，目前看是偏弱了，昨天的15分钟新高直接导致了本轮的60分钟结束，刚好在3180点受阻，由于盘中跌破3154点，将出现60分钟一笔回调，做第一个60分钟的中枢出现二买。证券板块目前处于阴跌走势，还在探底的过程中。我跟之前看法一样，还缺少一笔日线的回抽。半导体的情况在昨天的分析提到了，今天15分钟冲高必然力度不够，导致15分钟的背驰将出现一笔...,09-06 14:53,09-06
0,券商翻红了，你真磨叽,09-06 14:55,09-06
0,现在这个位置，越跌越买,09-06 14:56,09-06
0,多来一些狂风暴雨带劲点劲爆点降得突然狂暴点,09-06 14:56,09-06
0,这个垃圾。,09-06 14:57,09-06
0,量化越搞越起劲,09-06 14:59,09-06
0,这只垃圾马上要ST了。,09-06 15:00,09-06
0,一直不回购，就继续等。无解,09-06 15:05,09-06
0,一度净卖出逾15亿元；其中沪股通净卖出17.61亿元，深股通净买入18.02亿元。,09-06 15:13,09-06
0,18.4的本。很放心，一个板就回本。等很放心？？,09-06 15:16,09-06
0,垃圾故事都是骗子,09-06 15:18,09-06
0,拿着钱不敢补仓现在的大A让人看不懂,09-06 15:20,09-06
0,根本没有买盘，买卖都是量化资金，量化做多也可以赚钱，为什么非要做空？,09-06 15:21,09-06
0,天天跌，绝了，再见,09-06 15:28,09-06
0,都说了好多遍，券商短期的行情结束了，需要震荡调整，才能走出好的行情，不然难有做为，所以短期没必参与了。,09-06 15:31,09-06
0,313331773154，大盘指数今天居中。进二退一。也是等一下五日均线上来。明天确认一下支撑，大概率继续爬坡。已经有权重股吃掉了上周一形成的假阴线了，比如中国平安。有带头的就好，大家就有可能陆续跟上。到时候东方财富吃掉18.4也不远了。关于大盘，我依然坚持头肩底形态概率多一些。也就是说，3053大概率就是历史。大盘以后跌破3100可能性都不大了。因为周期方面利...,09-06 15:34,09-06
0,明天破15吗,09-06 15:36,09-06
0,今天走跌了？,09-06 15:36,09-06
0,东财的资金天天几亿几亿的出，还没出完吗,09-06 15:39,09-06
0,今天割肉的举手？,09-06 15:42,09-06
0,量化在捣乱,09-06 15:43,09-06
0,垃圾，大盘跌你跌，大盘涨你还跌,09-06 15:44,09-06
0,可以，今天探底了，明天估计有拉升,09-06 15:44,09-06
0,做了个T爽,09-06 15:45,09-06
0,今天大盘下跌，我开始加仓了。明天可能继续下跌，我会继续加仓。现在给大家分享一个换手率高的例子，希望大家多多关注换手率。。曾经有一个“申万活跃指数”，choice金融终端801862。它是怎么编制的呢？申万活跃指数式按照换手率来计算活跃程度然后以此作为成分股的选取依据。成分股每周按照如下规则调整一次：选取周换手率最高的100家公司，如果在临界点周换手率相同，则以周...,09-06 15:45,09-06
0,2014年--2015年牛市，国内第一次开始接触量化。2016年--2017年，国内程序员开始研究针对A股的量化程序，进入测试和试用期。2018年--2019年，机构开始导入量化（程序化交易）并设立相关基金，由于是熊市，几家欢喜几家愁，有的赚了大钱，有的巨亏、基金排名垫底。2020年--2021年，量化在国内开始成熟，量化机构也知道单枪匹马不一定能战胜市场...,09-06 15:46,09-06
0,继续砸,09-06 15:53,09-06
0,贵了，还得跌,09-06 15:56,09-06
0,牛逼居然亏了我5个点,09-06 15:59,09-06
0,这波回14.21补缺口了，看低到13附近站稳,09-06 16:04,09-06
0,回购提振信心？,09-06 16:06,09-06
0,这周到下周二还不突破的话个人建议不能浪费时间了从赚三万多到剩9000再等几天,09-06 16:10,09-06
0,这股有点给脸不要脸了！,09-06 16:29,09-06
0,解禁股能碰吗,09-06 16:31,09-06
0,天天挨毒打,09-06 16:34,09-06
0,融券余额达4.9亿，做子弹充沛。,09-06 16:40,09-06
0,由北京基金业协会提出并归口，安永（中国）企业咨询有限公司参与支持的国内首例《私募投资基金管理人可持续投资信息披露通则》，于2023年服贸会期间正式发布。《通则》紧跟国际可持续发展披露准则的前沿趋势，并参考我国私募投资基金行业特点与现状后制定，旨在为海内外私募投资基金管理人开展关于可持续投资或环境、社会和治理（ESG）信息披露方面提供指引。（上证报）,09-06 16:49,09-06
0,周三无波动，难做T。,09-06 16:44,09-06
0,明天上16.2可不可以呀？姐妹，今天大家都红了，你争气点行不行啊,09-06 16:52,09-06
0,东方财富明日16元左右开盘,09-06 16:53,09-06
0,据《南华早报》报道，香港股票流动性专责小组于9月6日下午召开首次会议，以制定提高股市流动性的措施。报道称，专责小组可能会考虑放宽上市门槛等建议，因目前港交所相较全球其他地区，对上市申请人的盈利要求最为严苛。专责小组将讨论市场成交量、吸引IPO赴港，以及削减股票交易印花税等问题。部分小组成员建议恢复投资移民计划以吸引富裕投资者。香港财政司司长陈茂波周日曾预告本周将召开首次小组会议。,09-06 16:54,09-06
0,明天看你表演了,09-06 17:02,09-06
0,成功低吸,09-06 17:05,09-06
